.	.	.	1	1	1	1	1	1	1	5	5	5	2
.	.	1	1	1	0	1	1	.	2	5	5	3	2
0	0	0	0	0	0	1	1	1	3	4	4	4	2
0	1	0	0	0	0	1	.	0	4	4	3	2	2
.	.	.	1	1	1	1	1	1	5	5	5	5	2
0	1	1	0	0	0	1	.	.	6	4	3	3	2
0	0	0	0	0	0	1	1	1	9	4	4	4	2
.	.	.	1	1	1	1	1	1	12	5	5	5	2
1	0	0	0	0	0	.	1	0	16	3	4	2	2
0	0	0	0	0	0	1	1	0	20	4	4	2	2
1	.	.	0	1	1	.	0	0	21	3	1	1	2
0	0	0	0	0	0	1	1	1	24	4	4	4	2
0	.	.	0	1	1	1	1	1	27	4	5	5	2
0	0	0	0	0	0	1	1	1	28	4	4	4	2
0	0	1	0	0	0	1	1	.	30	4	4	3	2
0	0	1	0	0	0	1	1	.	33	4	4	3	2
0	0	.	0	0	1	1	1	1	34	4	4	5	2
0	0	1	0	0	0	1	0	.	36	4	2	3	2
0	1	.	0	0	1	0	.	0	39	2	3	1	2
.	0	0	1	0	0	1	1	1	40	5	4	4	2
0	.	.	0	1	1	1	1	0	42	4	5	1	2
0	.	.	0	1	1	0	0	0	43	2	1	1	2
0	0	0	0	0	0	1	1	0	45	4	4	2	2
0	.	.	0	1	1	0	1	0	46	2	5	1	2
.	1	.	1	0	1	0	.	0	47	1	3	1	2
1	.	0	0	1	0	.	0	0	49	3	1	2	2
0	.	1	0	1	0	1	1	.	52	4	5	3	2
0	0	0	0	0	0	1	1	0	55	4	4	2	2
.	.	.	1	1	1	1	1	1	56	5	5	5	2
.	0	1	1	0	0	1	1	.	58	5	4	3	2
.	0	.	1	0	1	1	0	1	60	5	2	5	2
0	0	.	0	0	1	1	1	1	66	4	4	5	2
0	0	1	0	0	0	1	1	.	67	4	4	3	2
0	.	.	0	1	1	1	1	1	68	4	5	5	2
.	1	0	1	0	0	1	.	0	70	5	3	2	2
0	1	1	0	0	0	1	.	.	74	4	3	3	2
.	0	1	1	0	0	0	1	.	77	1	4	3	2
0	0	0	0	0	0	1	1	1	78	4	4	4	2
.	.	.	1	1	1	1	1	1	79	5	5	5	2
1	0	1	0	0	0	.	1	.	86	3	4	3	2
.	.	.	1	1	1	0	1	1	87	1	5	5	2
.	1	.	1	0	1	1	.	0	88	5	3	1	2
0	0	0	0	0	0	1	1	1	90	4	4	4	2
1	1	.	0	0	1	.	.	0	93	3	3	1	2
0	.	.	0	1	1	1	1	0	94	4	5	1	2
.	.	.	1	1	1	1	1	1	96	5	5	5	2
.	.	.	1	1	1	0	0	0	100	1	1	1	2
.	.	.	1	1	1	0	0	0	104	1	1	1	2
0	1	.	0	0	1	1	.	1	105	4	3	5	2
1	1	1	0	0	0	.	.	.	106	3	3	3	2
1	1	1	0	0	0	.	.	.	107	3	3	3	2
1	0	1	0	0	0	.	1	.	108	3	4	3	2
0	1	1	0	0	0	1	.	.	110	4	3	3	2
1	1	1	0	0	0	.	.	.	117	3	3	3	2
1	1	1	0	0	0	.	.	.	118	3	3	3	2
.	.	.	1	1	1	1	1	1	123	5	5	5	2
0	0	0	0	0	0	1	1	0	128	4	4	2	2
0	.	0	0	1	0	0	1	0	130	2	5	2	2
1	0	0	0	0	0	.	1	0	133	3	4	2	2
0	1	0	0	0	0	0	.	0	134	2	3	2	2
0	0	0	0	0	0	1	1	1	136	4	4	4	2
0	0	0	0	0	0	1	1	1	137	4	4	4	2
0	0	0	0	0	0	1	1	0	138	4	4	2	2
0	0	1	0	0	0	1	1	.	139	4	4	3	2
1	.	.	0	1	1	.	1	0	142	3	5	1	2
0	0	1	0	0	0	1	1	.	143	4	4	3	2
0	1	0	0	0	0	1	.	0	147	4	3	2	2
0	.	0	0	1	0	1	1	1	148	4	5	4	2
0	0	0	0	0	0	0	1	0	157	2	4	2	2
0	0	0	0	0	0	1	1	1	158	4	4	4	2
0	.	.	0	1	1	1	1	1	159	4	5	5	2
.	.	.	1	1	1	0	0	0	160	1	1	1	2
0	.	.	0	1	1	1	1	0	161	4	5	1	2
.	.	.	1	1	1	0	0	0	162	1	1	1	2
0	.	0	0	1	0	1	1	1	164	4	5	4	2
1	.	0	0	1	0	.	1	1	166	3	5	4	2
0	.	.	0	1	1	1	1	0	167	4	5	1	2
0	.	.	0	1	1	1	1	0	168	4	5	1	2
1	0	0	0	0	0	.	1	1	170	3	4	4	2
0	1	0	0	0	0	1	.	0	173	4	3	2	2
0	0	1	0	0	0	1	0	.	177	4	2	3	2
0	0	0	0	0	0	1	1	1	178	4	4	4	2
0	0	0	0	0	0	1	0	0	179	4	2	2	2
0	0	1	0	0	0	1	0	.	180	4	2	3	2
0	0	1	0	0	0	1	0	.	181	4	2	3	2
.	.	.	1	1	1	1	1	0	182	5	5	1	2
1	0	.	0	0	1	.	1	0	183	3	4	1	2
.	.	0	1	1	0	1	1	1	186	5	5	4	2
0	0	0	0	0	0	1	0	0	187	4	2	2	2
.	.	0	1	1	0	1	1	0	188	5	5	2	2
0	0	1	0	0	0	1	1	.	189	4	4	3	2
0	1	.	0	0	1	1	.	0	191	4	3	1	2
0	0	0	0	0	0	1	1	1	192	4	4	4	2
0	1	.	0	0	1	0	.	0	197	2	3	1	2
0	.	0	0	1	0	1	1	0	200	4	5	2	2
0	0	.	0	0	1	1	1	1	201	4	4	5	2
.	.	1	1	1	0	1	1	.	202	5	5	3	2
1	0	1	0	0	0	.	1	.	204	3	4	3	2
0	.	.	0	1	1	1	0	0	206	4	1	1	2
.	.	0	1	1	0	1	1	1	207	5	5	4	2
0	1	.	0	0	1	0	.	0	208	2	3	1	2
.	.	1	1	1	0	1	1	.	209	5	5	3	2
.	.	0	1	1	0	0	0	1	210	1	1	4	2
0	.	.	0	1	1	1	1	0	211	4	5	1	2
0	0	1	0	0	0	1	1	.	219	4	4	3	2
0	0	1	0	0	0	1	1	.	220	4	4	3	2
0	0	1	0	0	0	1	1	.	223	4	4	3	2
0	0	1	0	0	0	1	1	.	225	4	4	3	2
1	1	1	0	0	0	.	.	.	227	3	3	3	2
0	.	.	0	1	1	1	1	1	237	4	5	5	2
.	.	.	1	1	1	1	1	1	239	5	5	5	2
0	0	.	0	0	1	1	1	1	240	4	4	5	2
1	0	0	0	0	0	.	1	0	241	3	4	2	2
0	0	.	0	0	1	0	1	0	242	2	4	1	2
0	1	0	0	0	0	0	.	0	243	2	3	2	2
0	0	0	0	0	0	0	1	0	244	2	4	2	2
1	1	1	0	0	0	.	.	.	245	3	3	3	2
1	0	0	0	0	0	.	1	0	247	3	4	2	2
0	1	0	0	0	0	0	.	0	248	2	3	2	2
.	1	1	1	0	0	0	.	.	249	1	3	3	2
0	.	0	0	1	0	1	1	1	250	4	5	4	2
1	1	0	0	0	0	.	.	1	251	3	3	4	2
1	0	0	0	0	0	.	1	1	254	3	4	4	2
.	.	.	1	1	1	0	0	1	256	1	1	5	2
.	.	1	1	1	0	1	1	.	257	5	5	3	2
.	.	1	1	1	0	1	1	.	259	5	5	3	2
.	.	.	1	1	1	1	1	1	261	5	5	5	2
.	.	.	1	1	1	0	0	0	263	1	1	1	2
.	.	.	1	1	1	0	0	0	264	1	1	1	2
0	0	.	0	0	1	1	1	1	266	4	4	5	2
0	0	1	0	0	0	1	1	.	267	4	4	3	2
.	.	0	1	1	0	1	1	0	268	5	5	2	2
1	.	0	0	1	0	.	1	1	269	3	5	4	2
.	.	0	1	1	0	1	1	1	273	5	5	4	2
1	0	0	0	0	0	.	1	0	277	3	4	2	2
.	.	1	1	1	0	1	1	.	280	5	5	3	2
.	1	.	1	0	1	0	.	0	282	1	3	1	2
0	0	0	0	0	0	1	1	0	283	4	4	2	2
0	0	0	0	0	0	1	1	0	286	4	4	2	2
0	.	1	0	1	0	1	1	.	288	4	5	3	2
1	0	0	0	0	0	.	0	0	291	3	2	2	2
0	0	0	0	0	0	1	1	0	292	4	4	2	2
1	0	1	0	0	0	.	1	.	303	3	4	3	2
0	0	1	0	0	0	1	1	.	308	4	4	3	2
0	1	1	0	0	0	1	.	.	309	4	3	3	2
.	.	.	1	1	1	1	1	1	310	5	5	5	2
1	0	0	0	0	0	.	1	1	312	3	4	4	2
0	0	0	0	0	0	1	1	0	313	4	4	2	2
0	1	0	0	0	0	0	.	0	314	2	3	2	2
.	.	.	1	1	1	0	0	0	316	1	1	1	2
0	0	1	0	0	0	1	1	.	321	4	4	3	2
0	1	0	0	0	0	1	.	0	323	4	3	2	2
0	0	0	0	0	0	1	1	1	324	4	4	4	2
0	0	1	0	0	0	1	1	.	325	4	4	3	2
0	0	0	0	0	0	1	1	1	327	4	4	4	2
0	.	0	0	1	0	1	1	1	330	4	5	4	2
.	.	.	1	1	1	1	1	1	331	5	5	5	2
0	0	0	0	0	0	1	1	1	332	4	4	4	2
.	.	.	1	1	1	0	0	0	333	1	1	1	2
.	.	.	1	1	1	0	0	0	334	1	1	1	2
0	.	0	0	1	0	1	1	1	335	4	5	4	2
1	1	.	0	0	1	.	.	1	337	3	3	5	2
1	1	1	0	0	0	.	.	.	338	3	3	3	2
0	0	0	0	0	0	0	1	1	340	2	4	4	2
0	0	0	0	0	0	0	1	1	342	2	4	4	2
0	0	1	0	0	0	1	1	.	344	4	4	3	2
0	.	1	0	1	0	1	1	.	347	4	5	3	2
.	0	1	1	0	0	1	1	.	348	5	4	3	2
1	1	0	0	0	0	.	.	1	349	3	3	4	2
0	.	.	0	1	1	1	1	1	350	4	5	5	2
0	.	0	0	1	0	1	1	1	351	4	5	4	2
.	.	1	1	1	0	1	1	.	352	5	5	3	2
0	0	0	0	0	0	1	1	0	353	4	4	2	2
.	1	1	1	0	0	1	.	.	354	5	3	3	2
.	.	1	1	1	0	1	1	.	355	5	5	3	2
.	.	1	1	1	0	1	1	.	358	5	5	3	2
1	1	.	0	0	1	.	.	0	359	3	3	1	2
0	.	0	0	1	0	1	1	0	360	4	5	2	2
0	0	.	0	0	1	1	1	1	361	4	4	5	2
1	1	0	0	0	0	.	.	0	363	3	3	2	2
0	.	0	0	1	0	1	1	1	364	4	5	4	2
1	0	0	0	0	0	.	1	0	365	3	4	2	2
0	.	0	0	1	0	1	1	1	370	4	5	4	2
.	.	0	1	1	0	1	1	1	372	5	5	4	2
.	.	.	1	1	1	1	1	1	374	5	5	5	2
.	0	.	1	0	1	0	1	1	375	1	4	5	2
0	1	.	0	0	1	0	.	0	376	2	3	1	2
